レースID,区分,月日時分,頭数,単勝票数,複勝票数,1単,1複Lo,1複Hi,2単,2複Lo,2複Hi,3単,3複Lo,3複Hi,4単,4複Lo,4複Hi,5単,5複Lo,5複Hi,6単,6複Lo,6複Hi,7単,7複Lo,7複Hi,8単,8複Lo,8複Hi,9単,9複Lo,9複Hi,10単,10複Lo,10複Hi,11単,11複Lo,11複Hi,12単,12複Lo,12複Hi,13単,13複Lo,13複Hi,14単,14複Lo,14複Hi,15単,15複Lo,15複Hi,16単,16複Lo,16複Hi
2025120607050101,1,12052221,16,       5827,       8608,  14.4,   3.5,   5.0,   6.5,   1.8,   2.4, 119.5,  29.9,  45.1,  19.5,   5.9,   8.6,  54.8,  12.0,  18.0,  11.2,   2.2,   3.1,  10.7,   4.8,   7.0,   3.8,   2.8,   4.0,  13.5,   3.7,   5.4,  12.1,   2.3,   3.3,  10.7,   1.4,   1.7, 145.6,  33.9,  51.0,  31.2,   7.8,  11.5,  28.2,   7.6,  11.2, 211.8,  41.1,  61.8,   5.5,   2.0,   2.7
2025120607050101,1,12052226,16,       5907,       8787,  14.6,   3.5,   5.1,   6.4,   1.7,   2.3, 118.1,  28.2,  42.7,  19.4,   5.9,   8.7,  54.9,  11.7,  17.6,  10.8,   2.2,   3.1,  10.8,   4.9,   7.1,   3.8,   2.8,   4.1,  13.5,   3.7,   5.3,  11.9,   2.3,   3.3,  10.8,   1.4,   1.8, 147.6,  34.4,  52.0,  30.6,   7.5,  11.2,  27.4,   7.6,  11.4, 214.8,  41.7,  63.1,   5.6,   2.0,   2.7
2025120607050101,1,12052231,16,       6159,       8990,  15.1,   3.6,   5.2,   6.5,   1.7,   2.3, 117.3,  28.1,  42.2,  19.9,   6.0,   8.8,  55.9,  11.2,  16.6,  11.0,   2.2,   3.1,  11.3,   5.0,   7.3,   3.9,   2.9,   4.1,  14.1,   3.8,   5.5,   8.9,   2.4,   3.4,  11.1,   1.5,   1.8, 144.9,  34.7,  52.1,  31.7,   7.7,  11.4,  28.1,   7.8,  11.5, 214.2,  43.0,  64.5,   5.7,   1.8,   2.5
2025120607050101,1,12052236,16,       6270,       9093,  15.1,   3.6,   5.2,   6.5,   1.7,   2.3, 119.4,  28.5,  42.6,  18.5,   6.1,   8.9,  57.0,  11.1,  16.5,  10.6,   2.2,   3.1,  11.4,   4.9,   7.1,   4.0,   2.9,   4.1,  14.1,   3.8,   5.5,   9.0,   2.4,   3.4,  11.1,   1.5,   1.8, 147.5,  35.2,  52.6,  32.3,   7.8,  11.5,  27.8,   7.8,  11.5, 218.0,  34.4,  51.5,   5.7,   1.8,   2.5
2025120607050101,1,12052241,16,       6443,       9470,  14.9,   3.6,   5.2,   6.3,   1.7,   2.2, 119.8,  29.1,  43.6,  18.2,   6.3,   9.2,  53.6,  11.6,  17.2,  10.6,   2.1,   2.9,  11.6,   5.0,   7.3,   4.1,   3.0,   4.3,  13.6,   3.9,   5.7,   9.2,   2.5,   3.5,  11.4,   1.5,   1.9, 143.1,  35.8,  53.6,  32.8,   7.7,  11.4,  28.3,   8.1,  12.0, 206.1,  35.1,  52.5,   5.6,   1.8,   2.4
2025120607050101,1,12052246,16,       6680,       9696,  15.5,   3.7,   5.4,   6.4,   1.7,   2.2, 124.2,  29.5,  43.9,  18.8,   6.4,   9.4,  54.5,   9.9,  14.6,  10.9,   2.2,   3.0,  12.0,   5.1,   7.4,   4.2,   3.1,   4.3,  13.8,   4.0,   5.7,   9.0,   2.5,   3.6,  10.7,   1.5,   1.9, 130.3,  36.1,  53.8,  33.4,   7.9,  11.5,  29.2,   8.3,  12.1, 213.7,  36.1,  53.8,   5.2,   1.7,   2.3
2025120607050101,1,12052251,16,       6947,      10114,  14.0,   3.8,   5.5,   6.6,   1.6,   2.3, 129.2,  30.3,  45.8,  19.6,   6.3,   9.4,  56.7,  10.2,  15.2,  10.7,   2.2,   3.0,  12.4,   5.2,   7.6,   4.3,   3.1,   4.5,  14.2,   4.1,   5.9,   8.6,   2.6,   3.7,   9.6,   1.5,   1.9, 135.5,  36.4,  54.9,  34.7,   7.9,  11.8,  28.6,   7.2,  10.6, 222.3,  37.1,  56.1,   5.4,   1.6,   2.1
2025120607050101,1,12052256,16,       7158,      10326,  14.4,   3.8,   5.5,   6.7,   1.7,   2.3, 133.1,  27.1,  40.6,  18.2,   5.3,   7.8,  57.8,  10.5,  15.5,  10.7,   2.1,   2.9,  12.8,   5.3,   7.8,   4.5,   3.2,   4.6,  14.6,   4.1,   5.9,   8.8,   2.6,   3.7,   8.4,   1.5,   2.0, 139.6,  37.4,  56.0,  35.5,   8.1,  12.0,  29.0,   7.3,  10.7, 220.2,  35.9,  53.9,   5.3,   1.6,   2.1
2025120607050101,1,12052301,16,       7308,      10454,  14.3,   3.8,   5.4,   6.6,   1.7,   2.3, 132.8,  27.4,  41.1,  17.9,   5.3,   7.8,  56.7,   9.2,  13.7,  10.5,   2.1,   3.0,  12.6,   5.3,   7.7,   4.5,   3.2,   4.6,  14.4,   4.1,   6.0,   8.8,   2.7,   3.8,   8.4,   1.5,   2.0, 114.6,  37.8,  56.7,  35.8,   7.8,  11.5,  29.6,   7.3,  10.7, 224.8,  34.4,  51.5,   5.4,   1.6,   2.1
2025120607050101,1,12052306,16,       7506,      10611,  14.1,   3.8,   5.5,   6.3,   1.7,   2.3, 133.4,  27.6,  41.1,  17.8,   5.1,   7.5,  56.1,   9.3,  13.7,  10.7,   2.1,   2.9,  12.6,   5.2,   7.5,   4.7,   3.2,   4.6,  14.6,   4.1,   5.9,   9.0,   2.7,   3.8,   8.5,   1.5,   2.0, 115.4,  38.6,  57.6,  33.7,   7.6,  11.1,  28.8,   7.4,  10.8, 230.9,  34.5,  51.4,   5.4,   1.6,   2.1
2025120607050101,1,12052311,16,       7928,      10949,  14.8,   3.9,   5.6,   6.7,   1.7,   2.3, 140.9,  27.4,  41.2,  18.5,   5.2,   7.7,  58.7,   9.5,  14.1,  10.9,   2.1,   3.0,  12.4,   5.2,   7.7,   4.9,   3.3,   4.8,  14.8,   3.7,   5.4,   9.4,   2.8,   3.9,   8.4,   1.5,   2.0, 121.9,  39.5,  59.4,  33.0,   6.6,   9.8,  30.2,   7.3,  10.8, 226.5,  35.3,  53.0,   4.6,   1.6,   2.1
2025120607050101,1,12052316,16,       8128,      11085,  14.9,   3.9,   5.6,   6.8,   1.7,   2.4, 144.4,  27.8,  41.7,  18.9,   5.2,   7.7,  57.5,   8.8,  13.0,  11.0,   2.1,   3.0,  12.7,   5.3,   7.7,   4.9,   3.3,   4.8,  14.9,   3.8,   5.4,   9.3,   2.8,   3.9,   8.3,   1.5,   2.0, 125.0,  40.0,  60.0,  33.6,   6.7,   9.8,  30.3,   7.3,  10.7, 171.1,  27.4,  41.1,   4.5,   1.6,   2.1
2025120607050101,1,12052321,16,       8311,      11228,  15.1,   4.0,   5.7,   6.9,   1.7,   2.3, 147.7,  28.3,  42.2,  18.6,   5.2,   7.5,  57.8,   8.5,  12.6,  10.9,   2.1,   2.9,  12.7,   5.3,   7.7,   4.9,   3.4,   4.8,  15.2,   3.8,   5.4,   9.3,   2.8,   3.9,   8.0,   1.5,   2.0, 127.8,  40.8,  60.8,  34.0,   6.8,   9.9,  30.7,   7.1,  10.5, 162.1,  27.2,  40.5,   4.5,   1.6,   2.1
2025120607050101,1,12052326,16,       8533,      11445,  15.4,   4.0,   5.8,   6.8,   1.7,   2.3, 151.6,  29.0,  43.0,  18.6,   5.3,   7.6,  54.1,   8.7,  12.8,  10.6,   2.1,   2.9,  13.0,   5.4,   7.8,   5.1,   3.4,   4.8,  15.5,   3.8,   5.5,   9.4,   2.8,   4.0,   8.1,   1.5,   2.0, 131.2,  41.8,  62.0,  25.6,   5.8,   8.5,  30.6,   7.2,  10.5, 166.4,  27.5,  40.8,   4.5,   1.6,   2.1
2025120607050101,1,12052331,16,       8771,      11552,  15.7,   4.1,   5.8,   6.7,   1.7,   2.3, 155.9,  28.2,  41.7,  18.6,   5.2,   7.5,  55.6,   8.8,  12.9,  10.5,   2.1,   2.9,  13.0,   5.4,   7.9,   5.1,   3.3,   4.7,  15.5,   3.9,   5.5,   9.4,   2.8,   4.0,   8.1,   1.5,   2.0, 134.9,  41.4,  61.3,  25.9,   5.8,   8.5,  31.0,   6.5,   9.5, 171.1,  27.8,  41.1,   4.5,   1.6,   2.1
2025120607050101,1,12052336,16,       8976,      11713,  16.1,   4.1,   5.9,   6.1,   1.7,   2.3, 156.1,  28.3,  41.7,  19.0,   4.8,   6.9,  56.5,   8.9,  12.9,  10.7,   2.1,   2.9,  13.3,   5.5,   7.9,   5.2,   3.3,   4.6,  15.5,   3.9,   5.6,   9.5,   2.9,   4.0,   8.1,   1.6,   2.0, 138.0,  42.2,  62.1,  25.0,   6.0,   8.6,  30.4,   6.5,   9.4, 175.1,  27.6,  40.6,   4.6,   1.6,   2.2
2025120607050101,1,12052341,16,       9226,      11904,  16.3,   4.1,   5.8,   5.9,   1.7,   2.2, 157.0,  29.0,  42.4,  18.8,   4.7,   6.7,  49.8,   8.5,  12.2,  10.6,   2.1,   2.9,  13.7,   5.6,   8.0,   5.2,   3.4,   4.7,  15.4,   4.0,   5.6,   9.7,   2.9,   4.1,   8.1,   1.6,   2.0, 141.9,  42.4,  61.9,  24.7,   6.1,   8.7,  30.1,   6.6,   9.5, 180.0,  28.3,  41.3,   4.7,   1.6,   2.2
2025120607050101,1,12052346,16,       9296,      12029,  16.0,   4.1,   5.9,   5.9,   1.7,   2.2, 154.9,  28.9,  42.2,  18.9,   4.7,   6.7,  49.5,   8.5,  12.3,  10.6,   2.1,   2.9,  13.7,   5.7,   8.1,   5.3,   3.4,   4.8,  15.3,   3.8,   5.4,   9.5,   3.0,   4.1,   8.1,   1.6,   2.0, 140.3,  42.1,  61.4,  24.8,   6.1,   8.8,  30.3,   6.7,   9.6, 177.0,  28.6,  41.7,   4.8,   1.7,   2.2
2025120607050101,1,12052351,16,       9414,      12133,  16.1,   4.2,   5.9,   5.9,   1.6,   2.2, 156.9,  29.2,  42.6,  19.1,   4.7,   6.7,  47.3,   8.2,  11.8,   9.9,   2.2,   2.9,  13.9,   5.7,   8.2,   5.3,   3.4,   4.8,  15.4,   3.8,   5.4,   9.6,   3.0,   4.1,   8.1,   1.6,   2.0, 142.0,  42.4,  61.9,  25.1,   6.2,   8.8,  30.7,   6.6,   9.5, 179.3,  28.8,  42.1,   4.8,   1.7,   2.2
2025120607050101,1,12052356,16,       9490,      12252,  16.2,   4.2,   6.0,   5.9,   1.7,   2.2, 158.1,  29.0,  42.5,  19.0,   4.7,   6.7,  47.4,   8.2,  11.9,  10.0,   2.2,   3.0,  14.0,   5.7,   8.2,   5.3,   3.4,   4.8,  15.5,   3.9,   5.5,   9.6,   3.0,   4.1,   8.1,   1.6,   2.0, 143.2,  42.7,  62.5,  25.3,   6.0,   8.7,  29.6,   6.1,   8.8, 172.5,  29.0,  42.5,   4.8,   1.7,   2.2
2025120607050101,1,12052357,16,       9513,      12275,  16.2,   4.2,   6.0,   5.9,   1.7,   2.2, 158.5,  29.1,  42.5,  18.1,   4.7,   6.7,  47.5,   8.2,  11.9,  10.0,   2.2,   3.0,  14.0,   5.6,   8.0,   5.3,   3.4,   4.8,  15.5,   3.9,   5.4,   9.6,   3.0,   4.1,   8.1,   1.6,   2.0, 143.5,  42.9,  62.6,  25.3,   6.0,   8.7,  29.7,   6.1,   8.8, 172.9,  28.7,  42.0,   4.8,   1.7,   2.2
2025120607050101,1,12052357,16,       9527,      12275,  16.3,   4.2,   6.0,   5.9,   1.7,   2.2, 158.7,  29.1,  42.5,  17.9,   4.7,   6.7,  47.6,   8.2,  11.9,  10.1,   2.2,   3.0,  14.0,   5.6,   8.0,   5.3,   3.4,   4.8,  15.5,   3.9,   5.4,   9.6,   3.0,   4.1,   8.1,   1.6,   2.0, 143.8,  42.9,  62.6,  25.4,   6.0,   8.7,  29.7,   6.1,   8.8, 173.2,  28.7,  42.0,   4.8,   1.7,   2.2
2025120607050101,1,12052358,16,       9557,      12382,  16.3,   4.2,   6.0,   5.9,   1.7,   2.2, 159.2,  29.2,  42.9,  18.0,   4.8,   6.8,  47.7,   8.2,  11.9,  10.1,   2.2,   3.0,  14.1,   5.6,   8.1,   5.4,   3.4,   4.8,  15.6,   3.9,   5.5,   9.7,   3.0,   4.2,   7.9,   1.6,   2.0, 144.2,  43.1,  63.2,  25.2,   6.1,   8.7,  29.8,   6.1,   8.8, 166.2,  28.9,  42.4,   4.8,   1.6,   2.2
2025120607050101,1,12052359,16,       9563,      12384,  16.3,   4.2,   6.0,   5.9,   1.7,   2.2, 159.3,  29.3,  42.9,  18.0,   4.8,   6.8,  47.8,   8.2,  11.9,  10.1,   2.2,   3.0,  14.0,   5.6,   8.1,   5.4,   3.4,   4.8,  15.6,   3.9,   5.5,   9.7,   3.0,   4.2,   7.9,   1.6,   2.0, 144.3,  43.1,  63.2,  25.2,   6.1,   8.7,  29.7,   6.1,   8.8, 162.7,  28.5,  41.9,   4.8,   1.6,   2.2
2025120607050101,1,12060005,16,       9636,      12543,  16.4,   4.3,   6.0,   5.9,   1.6,   2.2, 157.3,  29.7,  43.5,  17.9,   4.8,   6.9,  47.0,   7.9,  11.4,  10.1,   2.2,   3.0,  13.9,   5.5,   7.9,   5.4,   3.5,   4.9,  15.6,   3.9,   5.5,   9.7,   3.0,   4.2,   7.8,   1.6,   2.0, 145.4,  42.9,  62.8,  24.6,   6.0,   8.6,  29.5,   6.2,   8.8, 160.6,  28.6,  41.9,   4.8,   1.6,   2.2
2025120607050101,1,12060010,16,       9715,      12657,  16.5,   4.2,   5.9,   5.9,   1.6,   2.2, 158.6,  29.6,  43.3,  18.1,   4.9,   6.9,  45.7,   7.7,  11.1,  10.2,   2.2,   3.0,  13.9,   5.6,   8.0,   5.4,   3.5,   4.9,  15.7,   4.0,   5.6,   9.6,   3.0,   4.1,   7.9,   1.6,   2.0, 143.9,  43.4,  63.4,  24.7,   6.0,   8.6,  29.4,   6.2,   8.9, 161.9,  28.9,  42.2,   4.8,   1.6,   2.2
2025120607050101,1,12060015,16,       9786,      12847,  16.3,   4.1,   5.9,   5.9,   1.7,   2.2, 156.5,  27.4,  40.4,  18.2,   4.9,   7.0,  46.0,   7.7,  11.2,  10.1,   2.2,   3.0,  14.0,   5.6,   8.1,   5.4,   3.5,   4.9,  15.9,   4.0,   5.7,   9.7,   3.0,   4.2,   7.8,   1.6,   2.0, 144.9,  42.8,  63.1,  24.9,   6.0,   8.7,  28.7,   6.2,   8.9, 163.1,  28.7,  42.3,   4.9,   1.6,   2.1
2025120607050101,1,12060020,16,       9945,      13131,  15.4,   4.2,   6.0,   6.0,   1.7,   2.2, 156.0,  27.5,  40.3,  18.4,   5.0,   7.1,  45.7,   7.3,  10.5,   9.7,   2.1,   2.9,  14.2,   5.7,   8.2,   5.4,   3.6,   5.0,  16.1,   4.1,   5.8,   9.8,   3.0,   4.3,   7.7,   1.6,   2.0, 147.3,  43.2,  63.3,  24.4,   6.0,   8.7,  29.2,   5.2,   7.4, 165.7,  29.2,  42.7,   4.9,   1.6,   2.1
2025120607050101,1,12060025,16,      10068,      13280,  15.5,   4.3,   6.1,   6.0,   1.7,   2.3, 157.9,  27.2,  39.9,  18.6,   4.9,   7.0,  45.7,   7.3,  10.5,   9.8,   2.1,   2.9,  14.1,   5.3,   7.5,   5.4,   3.6,   5.0,  16.2,   4.1,   5.8,   9.8,   3.1,   4.3,   7.4,   1.6,   2.0, 149.1,  42.2,  61.8,  24.7,   6.1,   8.7,  29.5,   5.2,   7.4, 167.8,  29.5,  43.2,   4.9,   1.6,   2.1
2025120607050101,1,12060030,16,      10218,      13401,  15.7,   4.3,   6.1,   5.9,   1.7,   2.2, 157.2,  27.3,  39.8,  18.9,   5.0,   7.0,  46.1,   7.3,  10.5,   9.8,   2.2,   3.0,  14.2,   5.1,   7.3,   5.4,   3.6,   5.0,  16.4,   4.0,   5.6,   9.9,   3.1,   4.3,   7.5,   1.6,   2.1, 151.3,  42.8,  62.4,  24.2,   6.1,   8.7,  28.1,   5.2,   7.4, 170.3,  29.9,  43.6,   5.0,   1.6,   2.2
2025120607050101,1,12060035,16,      10692,      13849,  16.3,   4.3,   6.3,   5.9,   1.7,   2.3, 161.3,  27.2,  40.7,  17.6,   5.0,   7.2,  48.0,   7.4,  10.9,  10.1,   2.2,   3.0,  14.6,   5.1,   7.5,   5.3,   3.6,   5.2,  17.0,   4.0,   5.8,   8.7,   3.1,   4.4,   7.6,   1.5,   1.9, 150.0,  43.1,  64.5,  24.0,   6.1,   8.9,  28.6,   5.2,   7.6, 171.0,  29.1,  43.5,   5.2,   1.6,   2.2
2025120607050101,1,12060040,16,      11126,      13934,  15.5,   4.3,   6.3,   6.1,   1.7,   2.3, 121.9,  27.3,  40.9,  17.5,   5.0,   7.3,  37.7,   7.1,  10.5,  10.3,   2.2,   3.0,  14.7,   5.1,   7.4,   5.5,   3.6,   5.2,  17.0,   4.0,   5.8,   8.9,   3.1,   4.4,   7.7,   1.5,   1.9, 115.5,  43.3,  64.8,  21.2,   6.1,   8.9,  26.5,   5.2,   7.6, 127.1,  29.2,  43.7,   5.3,   1.6,   2.2
2025120607050101,1,12060045,16,      11343,      14235,  15.8,   4.4,   6.4,   6.1,   1.7,   2.3, 122.6,  27.3,  40.5,  17.1,   4.3,   6.2,  36.2,   7.0,  10.2,  10.4,   2.2,   3.1,  14.9,   5.2,   7.6,   5.4,   3.6,   5.2,  16.1,   3.7,   5.2,   9.0,   3.1,   4.4,   7.6,   1.5,   1.9, 116.3,  44.6,  66.2,  21.6,   6.2,   9.0,  26.6,   5.2,   7.6, 129.6,  30.1,  44.7,   5.4,   1.7,   2.2
2025120607050101,1,12060050,16,      11570,      14473,  15.8,   4.4,   6.3,   6.1,   1.7,   2.3, 125.0,  27.7,  41.1,  17.5,   4.4,   6.3,  36.1,   6.7,   9.7,  10.4,   2.2,   3.1,  15.2,   5.3,   7.7,   5.5,   3.7,   5.2,  16.4,   3.7,   5.3,   9.0,   3.0,   4.2,   7.2,   1.5,   1.9, 118.6,  45.3,  67.4,  21.7,   6.2,   9.0,  26.1,   5.3,   7.7, 130.3,  30.5,  45.4,   5.5,   1.6,   2.2
2025120607050101,1,12060055,16,      11728,      14544,  15.8,   4.4,   6.3,   6.0,   1.7,   2.3, 126.7,  27.9,  41.3,  17.7,   4.4,   6.4,  36.3,   6.6,   9.6,  10.3,   2.2,   3.1,  15.1,   5.3,   7.7,   5.6,   3.7,   5.2,  16.3,   3.7,   5.3,   9.1,   3.0,   4.2,   7.0,   1.5,   1.9, 120.2,  45.6,  67.7,  21.7,   6.2,   9.0,  25.9,   5.3,   7.7, 132.1,  30.1,  44.6,   5.6,   1.7,   2.2
2025120607050101,1,12060100,16,      11831,      14761,  16.0,   4.5,   6.4,   6.0,   1.7,   2.3, 126.1,  27.6,  40.6,  17.7,   4.3,   6.2,  36.5,   6.7,   9.7,  10.3,   2.3,   3.1,  15.2,   5.3,   7.6,   5.6,   3.7,   5.3,  15.8,   3.7,   5.2,   9.1,   3.0,   4.2,   7.0,   1.5,   1.9, 121.3,  45.8,  67.4,  21.8,   6.2,   8.9,  26.1,   5.4,   7.7, 133.3,  23.0,  33.8,   5.6,   1.7,   2.2
2025120607050101,1,12060105,16,      11985,      14903,  16.0,   4.4,   6.3,   6.0,   1.7,   2.3, 124.5,  26.6,  39.0,  18.0,   4.4,   6.2,  36.3,   6.6,   9.6,  10.0,   2.3,   3.1,  15.4,   5.4,   7.7,   5.7,   3.7,   5.3,  16.0,   3.7,   5.2,   9.2,   3.0,   4.2,   7.0,   1.5,   2.0, 122.9,  46.4,  68.0,  22.1,   6.2,   9.0,  26.4,   5.0,   7.2, 135.0,  23.0,  33.8,   5.5,   1.7,   2.2
2025120607050101,1,12060110,16,      12153,      15386,  16.2,   4.5,   6.5,   6.0,   1.6,   2.1, 126.2,  26.8,  39.9,  15.3,   4.4,   6.4,  36.6,   6.7,   9.8,  10.1,   2.3,   3.2,  15.4,   5.4,   7.9,   5.8,   3.8,   5.4,  16.0,   3.7,   5.4,   9.3,   3.1,   4.3,   7.1,   1.5,   2.0, 124.6,  47.1,  70.2,  21.7,   6.2,   9.0,  26.1,   5.0,   7.3, 135.0,  23.2,  34.6,   5.5,   1.7,   2.3
2025120607050101,1,12060115,16,      12282,      15498,  16.3,   4.5,   6.5,   6.1,   1.6,   2.1, 125.9,  26.5,  39.4,  15.5,   4.5,   6.5,  36.9,   6.7,   9.8,   9.7,   2.3,   3.2,  15.5,   5.4,   7.9,   5.8,   3.8,   5.4,  16.1,   3.7,   5.4,   9.3,   3.0,   4.2,   7.1,   1.5,   2.0, 125.9,  47.5,  70.7,  21.9,   6.2,   9.1,  25.9,   5.0,   7.3, 136.4,  23.4,  34.8,   5.5,   1.7,   2.3
2025120607050101,1,12060120,16,      12349,      15590,  16.2,   4.5,   6.5,   6.1,   1.6,   2.1, 126.6,  26.7,  39.6,  15.5,   4.5,   6.5,  37.1,   6.8,   9.9,   9.7,   2.3,   3.2,  15.5,   5.4,   7.9,   5.8,   3.8,   5.5,  15.9,   3.6,   5.2,   9.3,   3.0,   4.2,   7.1,   1.5,   2.0, 126.6,  47.9,  71.1,  22.0,   6.3,   9.1,  25.2,   5.0,   7.2, 137.2,  23.6,  35.1,   5.5,   1.7,   2.3
2025120607050101,1,12060125,16,      12685,      16020,  16.6,   4.6,   6.6,   6.0,   1.6,   2.1, 126.8,  26.8,  39.6,  15.2,   4.2,   6.0,  37.5,   6.9,  10.0,   9.9,   2.2,   3.1,  14.7,   5.6,   8.0,   5.9,   3.8,   5.4,  15.7,   3.6,   5.1,   9.5,   3.0,   4.3,   7.1,   1.6,   2.0, 130.1,  49.5,  73.1,  19.5,   6.0,   8.6,  25.3,   5.1,   7.4, 140.9,  24.4,  36.0,   5.7,   1.7,   2.3
2025120607050101,1,12060130,16,      12872,      16151,  16.9,   4.6,   6.7,   6.0,   1.6,   2.1, 128.7,  27.0,  39.9,  15.4,   4.2,   6.1,  36.7,   6.7,   9.8,   9.8,   2.2,   3.1,  14.9,   5.5,   8.0,   5.9,   3.7,   5.3,  14.7,   3.6,   5.1,   9.5,   3.1,   4.3,   7.1,   1.6,   2.0, 132.0,  49.8,  73.7,  19.6,   6.0,   8.7,  25.5,   5.1,   7.4, 141.0,  24.5,  36.3,   5.7,   1.7,   2.4
2025120607050101,1,12060135,16,      13077,      16226,  17.0,   4.6,   6.7,   6.0,   1.6,   2.1, 129.1,  26.6,  39.4,  15.5,   4.2,   6.1,  36.9,   6.7,   9.8,   9.5,   2.2,   3.1,  14.8,   5.5,   8.0,   6.0,   3.7,   5.3,  14.8,   3.6,   5.1,   9.5,   3.0,   4.3,   6.9,   1.6,   2.0, 134.1,  50.0,  74.0,  20.0,   6.0,   8.8,  25.8,   5.1,   7.4, 143.3,  22.8,  33.7,   5.8,   1.7,   2.4
2025120607050101,1,12060140,16,      13226,      16351,  17.2,   4.7,   6.7,   6.0,   1.6,   2.1, 130.6,  26.7,  39.3,  15.7,   4.3,   6.1,  37.3,   6.8,   9.8,   9.5,   2.2,   3.1,  15.0,   5.5,   8.0,   6.0,   3.6,   5.1,  14.9,   3.6,   5.1,   9.6,   3.0,   4.3,   6.9,   1.6,   2.0, 127.4,  46.6,  68.7,  17.8,   5.8,   8.4,  26.1,   5.1,   7.4, 144.9,  23.0,  33.9,   5.9,   1.8,   2.4
2025120607050101,1,12060145,16,      13378,      16387,  17.4,   4.7,   6.7,   6.1,   1.6,   2.1, 132.1,  26.7,  39.4,  15.8,   4.3,   6.1,  37.5,   6.7,   9.7,   9.5,   2.2,   3.1,  15.1,   5.6,   8.0,   6.0,   3.6,   5.1,  15.0,   3.6,   5.1,   9.7,   3.1,   4.3,   6.7,   1.6,   2.0, 127.4,  44.0,  64.8,  18.0,   5.8,   8.4,  26.3,   5.1,   7.3, 146.6,  23.1,  34.0,   5.8,   1.8,   2.4
2025120607050101,1,12060150,16,      13671,      16557,  17.6,   4.8,   6.8,   6.2,   1.6,   2.1, 135.0,  26.4,  38.8,  16.1,   4.2,   6.0,  37.8,   6.7,   9.6,   9.7,   2.2,   3.1,  15.4,   5.5,   7.8,   6.0,   3.5,   4.9,  15.3,   3.6,   5.1,   8.3,   3.1,   4.3,   6.9,   1.6,   2.1, 128.6,  44.0,  64.5,  18.4,   5.9,   8.4,  26.8,   5.2,   7.4, 149.8,  23.4,  34.3,   5.9,   1.8,   2.4
2025120607050101,1,12060155,16,      13875,      16762,  17.8,   4.8,   6.9,   6.1,   1.6,   2.1, 137.0,  26.7,  38.9,  16.2,   4.3,   6.1,  37.6,   6.8,   9.8,   9.3,   2.1,   2.8,  15.5,   5.5,   7.9,   6.1,   3.5,   4.9,  15.4,   3.7,   5.2,   8.4,   3.1,   4.4,   6.7,   1.6,   2.1, 130.5,  44.8,  65.3,  18.6,   6.0,   8.5,  26.3,   5.2,   7.5, 152.0,  23.8,  34.8,   6.0,   1.8,   2.4
