レースID,区分,月日時分,頭数,単勝票数,複勝票数,1単,1複Lo,1複Hi,2単,2複Lo,2複Hi,3単,3複Lo,3複Hi,4単,4複Lo,4複Hi,5単,5複Lo,5複Hi,6単,6複Lo,6複Hi,7単,7複Lo,7複Hi,8単,8複Lo,8複Hi,9単,9複Lo,9複Hi,10単,10複Lo,10複Hi,11単,11複Lo,11複Hi,12単,12複Lo,12複Hi,13単,13複Lo,13複Hi,14単,14複Lo,14複Hi,15単,15複Lo,15複Hi,16単,16複Lo,16複Hi
2025120607050101,1,12060200,16,      14003,      16885,  17.9,   4.8,   6.9,   6.2,   1.6,   2.1, 136.6,  26.5,  38.8,  16.4,   4.3,   6.1,  37.9,   6.7,   9.7,   9.4,   2.1,   2.8,  15.6,   5.5,   7.9,   5.9,   3.5,   5.0,  15.6,   3.7,   5.2,   8.5,   3.1,   4.4,   6.7,   1.6,   2.0, 131.7,  44.9,  65.7,  18.8,   6.0,   8.6,  26.6,   5.3,   7.5, 153.4,  23.9,  35.0,   5.9,   1.8,   2.4
2025120607050101,1,12060205,16,      14113,      16984,  17.9,   4.9,   6.9,   6.1,   1.6,   2.1, 137.6,  26.5,  38.7,  16.4,   4.3,   6.1,  38.2,   6.6,   9.5,   9.2,   2.1,   2.8,  15.7,   5.4,   7.8,   5.9,   3.5,   5.0,  15.6,   3.7,   5.2,   8.6,   3.1,   4.4,   6.8,   1.6,   2.0, 132.8,  44.0,  64.2,  19.0,   6.0,   8.6,  26.8,   5.2,   7.4, 152.5,  24.1,  35.2,   5.9,   1.8,   2.4
2025120607050101,1,12060210,16,      14417,      17350,  18.3,   5.0,   7.1,   6.2,   1.7,   2.2, 140.6,  27.3,  39.6,  16.8,   4.4,   6.2,  38.3,   6.7,   9.6,   7.8,   2.0,   2.6,  16.1,   5.6,   7.9,   6.0,   3.6,   5.1,  15.9,   3.6,   5.1,   8.7,   3.2,   4.4,   6.9,   1.6,   2.1, 134.1,  44.6,  64.7,  19.0,   6.1,   8.7,  27.2,   5.3,   7.5, 155.8,  24.8,  36.0,   6.0,   1.8,   2.4
2025120607050101,1,12060215,16,      14639,      17391,  18.4,   5.0,   7.0,   6.2,   1.7,   2.2, 142.8,  27.4,  39.7,  17.0,   4.4,   6.3,  38.3,   6.7,   9.6,   7.1,   2.0,   2.6,  16.3,   5.6,   8.0,   6.1,   3.6,   5.1,  16.1,   3.7,   5.1,   8.8,   3.2,   4.5,   6.9,   1.6,   2.1, 136.1,  44.8,  64.9,  19.3,   6.0,   8.6,  27.6,   5.3,   7.6, 148.2,  24.7,  35.8,   6.1,   1.8,   2.4
2025120607050101,1,12060220,16,      14887,      17608,  18.7,   5.0,   7.1,   6.2,   1.7,   2.2, 145.2,  27.6,  40.2,  16.9,   4.5,   6.3,  39.0,   6.8,   9.7,   7.1,   2.0,   2.7,  16.5,   5.6,   8.0,   6.2,   3.4,   4.7,  16.4,   3.7,   5.2,   8.5,   3.2,   4.5,   6.9,   1.6,   2.1, 138.4,  44.6,  64.8,  19.7,   6.1,   8.7,  27.6,   5.3,   7.6, 150.7,  24.9,  36.2,   6.2,   1.8,   2.4
2025120607050101,1,12060225,16,      14925,      17658,  18.7,   5.0,   7.1,   6.1,   1.7,   2.2, 145.6,  27.5,  39.9,  16.9,   4.5,   6.3,  39.0,   6.8,   9.7,   7.1,   2.0,   2.7,  16.5,   5.7,   8.1,   6.2,   3.4,   4.7,  16.4,   3.7,   5.1,   8.5,   3.2,   4.5,   6.9,   1.6,   2.1, 137.2,  43.6,  63.2,  19.4,   6.1,   8.7,  27.6,   5.3,   7.5, 151.1,  25.0,  36.3,   6.2,   1.8,   2.4
2025120607050101,1,12060230,16,      15025,      17846,  18.8,   5.1,   7.2,   6.2,   1.7,   2.2, 144.8,  27.4,  39.7,  17.0,   4.5,   6.4,  38.6,   6.3,   9.0,   7.1,   2.0,   2.7,  16.6,   5.7,   8.1,   6.2,   3.4,   4.8,  16.3,   3.7,   5.2,   8.6,   3.3,   4.5,   6.9,   1.6,   2.1, 138.1,  43.5,  63.0,  19.5,   6.2,   8.8,  27.1,   5.2,   7.4, 152.1,  24.9,  36.1,   6.1,   1.8,   2.4
2025120607050101,1,12060235,16,      15160,      17874,  19.0,   5.1,   7.2,   6.1,   1.7,   2.2, 144.3,  27.4,  39.7,  17.1,   4.5,   6.4,  38.8,   6.3,   9.0,   7.2,   2.0,   2.7,  16.4,   5.7,   8.1,   6.2,   3.4,   4.8,  16.4,   3.7,   5.2,   8.6,   3.3,   4.5,   7.0,   1.6,   2.1, 137.8,  43.6,  63.1,  19.6,   6.2,   8.8,  27.3,   5.2,   7.4, 151.6,  25.0,  36.2,   6.0,   1.8,   2.4
2025120607050101,1,12060240,16,      15271,      18027,  18.9,   5.1,   7.2,   6.1,   1.7,   2.2, 145.4,  22.2,  32.2,  17.1,   4.6,   6.4,  39.0,   6.4,   9.1,   7.2,   2.0,   2.7,  15.5,   5.3,   7.5,   6.3,   3.4,   4.8,  16.5,   3.7,   5.2,   8.7,   3.3,   4.6,   7.0,   1.6,   2.1, 138.8,  44.0,  63.6,  19.6,   6.2,   8.8,  27.4,   5.2,   7.4, 148.9,  24.7,  35.6,   6.1,   1.8,   2.4
2025120607050101,1,12060246,16,      15465,      18090,  19.2,   5.1,   7.2,   6.1,   1.7,   2.2, 147.2,  22.3,  32.3,  17.3,   4.6,   6.4,  39.0,   6.2,   8.8,   6.8,   2.0,   2.7,  15.7,   5.3,   7.5,   6.3,   3.4,   4.8,  16.7,   3.7,   5.2,   8.8,   3.3,   4.6,   7.1,   1.6,   2.1, 140.5,  44.2,  63.8,  19.9,   6.2,   8.8,  27.8,   5.2,   7.4, 150.8,  24.8,  35.8,   6.0,   1.8,   2.4
2025120607050101,1,12060251,16,      15530,      18131,  19.2,   5.1,   7.1,   6.1,   1.7,   2.2, 147.9,  22.4,  32.3,  17.2,   4.6,   6.4,  39.1,   6.2,   8.8,   6.8,   2.0,   2.7,  15.7,   5.4,   7.6,   6.3,   3.4,   4.8,  16.8,   3.7,   5.2,   8.8,   3.3,   4.5,   7.1,   1.6,   2.1, 141.1,  44.3,  63.9,  19.9,   6.2,   8.8,  26.8,   5.2,   7.4, 151.5,  24.8,  35.9,   6.0,   1.8,   2.4
2025120607050101,1,12060256,16,      16416,      20162,  20.3,   5.8,   7.9,   6.4,   1.9,   2.4, 156.3,  26.0,  36.0,  18.1,   5.2,   7.1,  21.2,   2.9,   3.8,   7.0,   2.3,   2.9,  16.6,   6.2,   8.4,   6.7,   3.9,   5.2,  10.5,   2.4,   3.1,   9.3,   3.7,   5.0,   7.4,   1.8,   2.3, 149.2,  51.5,  71.2,  21.1,   7.1,   9.7,  28.1,   6.0,   8.2, 160.1,  28.6,  39.6,   6.4,   2.0,   2.6
2025120607050101,1,12060301,16,      16548,      20239,  20.5,   5.8,   7.9,   6.4,   1.9,   2.4, 157.6,  25.6,  35.4,  18.1,   5.2,   7.0,  21.3,   2.9,   3.8,   6.8,   2.3,   2.9,  16.8,   6.2,   8.4,   6.7,   3.9,   5.2,  10.6,   2.4,   3.1,   9.4,   3.7,   5.0,   7.5,   1.8,   2.3, 150.4,  51.1,  70.5,  21.2,   7.1,   9.7,  28.3,   6.0,   8.2, 161.4,  28.7,  39.7,   6.4,   2.0,   2.6
2025120607050101,1,12060306,16,      16769,      20324,  20.8,   5.8,   7.9,   6.4,   1.9,   2.4, 159.7,  25.7,  35.5,  18.1,   5.2,   7.0,  21.5,   2.9,   3.9,   6.5,   2.3,   3.0,  17.0,   6.2,   8.4,   6.8,   3.9,   5.3,  10.8,   2.4,   3.1,   9.5,   3.7,   5.0,   7.5,   1.8,   2.2, 149.0,  51.2,  70.8,  20.8,   6.9,   9.5,  28.6,   6.0,   8.1, 163.6,  28.8,  39.9,   6.4,   2.0,   2.7
2025120607050101,1,12060311,16,      16887,      20364,  20.8,   5.8,   7.9,   6.4,   1.9,   2.4, 160.8,  25.4,  35.1,  17.9,   5.1,   6.9,  21.7,   2.9,   3.9,   6.6,   2.3,   3.0,  17.1,   6.2,   8.4,   6.7,   3.9,   5.2,  10.8,   2.4,   3.1,   9.4,   3.7,   5.0,   7.4,   1.8,   2.2, 150.1,  51.3,  70.9,  21.0,   7.0,   9.5,  28.6,   6.0,   8.1, 155.2,  27.7,  38.3,   6.4,   2.0,   2.7
2025120607050101,1,12060316,16,      17042,      20410,  21.0,   5.8,   7.9,   6.1,   1.9,   2.4, 162.3,  25.5,  35.2,  17.9,   5.1,   7.0,  21.9,   2.9,   3.9,   6.6,   2.3,   3.0,  17.1,   6.2,   8.4,   6.8,   3.9,   5.2,  10.9,   2.4,   3.1,   9.5,   3.7,   5.0,   7.5,   1.8,   2.2, 151.4,  51.4,  71.1,  21.0,   6.8,   9.3,  28.8,   6.0,   8.1, 156.7,  27.7,  38.4,   6.5,   2.0,   2.7
2025120607050101,1,12060321,16,      17188,      20447,  21.1,   5.8,   7.9,   6.2,   1.9,   2.4, 163.6,  25.5,  35.3,  18.0,   5.2,   7.0,  22.0,   2.9,   3.9,   6.6,   2.3,   3.0,  17.3,   6.2,   8.5,   6.8,   3.9,   5.2,  10.9,   2.4,   3.1,   9.5,   3.7,   5.0,   7.6,   1.8,   2.2, 152.7,  51.5,  71.2,  20.7,   6.9,   9.3,  28.4,   5.9,   8.1, 156.2,  27.6,  38.2,   6.3,   2.0,   2.7
2025120607050101,1,12060326,16,      17263,      20477,  21.2,   5.9,   8.0,   6.2,   1.9,   2.4, 164.4,  25.5,  35.3,  17.9,   5.2,   7.0,  22.1,   2.9,   3.9,   6.6,   2.3,   3.0,  17.3,   6.2,   8.5,   6.8,   3.9,   5.2,  11.0,   2.4,   3.2,   9.4,   3.7,   5.0,   7.6,   1.8,   2.2, 153.4,  51.6,  71.3,  20.7,   6.9,   9.4,  28.1,   6.0,   8.1, 156.9,  27.6,  38.2,   6.2,   2.0,   2.7
2025120607050101,1,12060331,16,      17353,      20528,  21.2,   5.9,   8.0,   6.2,   1.9,   2.4, 165.2,  25.6,  35.4,  18.0,   5.2,   7.0,  22.2,   2.9,   3.9,   6.6,   2.3,   3.0,  17.4,   6.2,   8.5,   6.8,   3.9,   5.2,  11.0,   2.4,   3.2,   9.4,   3.7,   4.9,   7.5,   1.8,   2.2, 154.2,  51.7,  71.5,  20.7,   6.9,   9.4,  28.2,   6.0,   8.1, 157.7,  27.7,  38.3,   6.2,   2.0,   2.7
2025120607050101,1,12060336,16,      17624,      21186,  21.6,   5.9,   8.2,   6.3,   1.9,   2.4, 165.8,  25.7,  36.6,  18.3,   5.2,   7.2,  22.5,   2.9,   4.0,   6.6,   2.3,   3.0,  17.7,   6.2,   8.7,   6.6,   3.9,   5.3,  11.2,   2.4,   3.2,   9.5,   3.6,   4.9,   7.3,   1.6,   2.0, 156.6,  51.9,  73.8,  21.0,   6.9,   9.7,  27.4,   5.9,   8.2, 158.4,  27.6,  39.3,   6.3,   2.1,   2.7
2025120607050101,1,12060341,16,      17711,      21217,  21.6,   5.9,   8.2,   6.3,   1.9,   2.4, 166.6,  25.8,  36.6,  18.4,   5.2,   7.2,  22.6,   2.9,   4.0,   6.6,   2.3,   3.0,  17.8,   6.3,   8.7,   6.7,   3.9,   5.3,  11.2,   2.4,   3.2,   9.6,   3.6,   4.9,   7.3,   1.6,   2.0, 157.4,  52.0,  73.9,  20.6,   6.9,   9.7,  27.3,   5.8,   8.1, 157.4,  27.7,  39.3,   6.2,   2.1,   2.7
2025120607050101,1,12060346,16,      17749,      21455,  21.7,   5.9,   8.3,   6.3,   1.8,   2.3, 165.1,  25.8,  37.0,  18.4,   5.2,   7.3,  22.6,   2.9,   4.0,   6.6,   2.3,   3.1,  17.8,   6.3,   8.8,   6.7,   3.9,   5.4,  11.2,   2.4,   3.3,   9.6,   3.6,   5.0,   7.3,   1.6,   2.0, 157.7,  52.1,  74.7,  20.6,   6.9,   9.8,  27.3,   5.8,   8.2, 157.7,  27.7,  39.8,   6.2,   2.1,   2.7
2025120607050101,1,12060351,16,      17814,      21503,  21.8,   5.9,   8.3,   6.3,   1.8,   2.3, 163.8,  25.8,  37.1,  18.5,   5.2,   7.3,  22.6,   2.9,   4.0,   6.6,   2.3,   3.1,  17.9,   6.3,   8.8,   6.6,   3.9,   5.4,  11.3,   2.4,   3.3,   9.6,   3.6,   5.0,   7.3,   1.6,   2.0, 156.6,  52.1,  74.9,  20.7,   6.9,   9.8,  27.3,   5.8,   8.2, 158.3,  27.7,  39.9,   6.2,   2.1,   2.7
2025120607050101,1,12060356,16,      17893,      21626,  21.9,   5.9,   8.4,   6.2,   1.8,   2.3, 164.5,  25.9,  37.3,  18.5,   5.2,   7.3,  22.7,   2.9,   4.0,   6.7,   2.3,   3.1,  18.0,   6.3,   8.9,   6.6,   3.9,   5.4,  11.2,   2.4,   3.3,   9.6,   3.6,   5.0,   7.4,   1.6,   2.0, 157.3,  52.3,  75.3,  20.8,   7.0,   9.9,  27.1,   5.8,   8.2, 159.0,  27.7,  39.8,   6.1,   2.0,   2.7
2025120607050101,1,12060401,16,      18028,      22260,  22.0,   6.1,   8.6,   6.2,   1.7,   2.2, 160.2,  26.3,  37.9,  18.7,   5.4,   7.5,  21.1,   3.0,   4.1,   6.7,   2.3,   3.2,  18.0,   6.5,   9.1,   6.6,   4.0,   5.6,  11.3,   2.4,   3.3,   9.7,   3.7,   5.1,   7.4,   1.6,   2.1, 155.0,  53.9,  77.5,  20.1,   6.4,   9.0,  27.1,   6.0,   8.4, 160.2,  28.3,  40.7,   6.2,   1.9,   2.5
2025120607050101,1,12060406,16,      18088,      22289,  22.0,   6.1,   8.6,   6.2,   1.7,   2.2, 160.7,  26.4,  38.0,  18.7,   5.4,   7.5,  21.2,   3.0,   4.1,   6.7,   2.3,   3.2,  18.1,   6.5,   9.1,   6.7,   4.0,   5.6,  11.3,   2.4,   3.3,   9.7,   3.7,   5.1,   7.4,   1.6,   2.1, 155.5,  54.0,  77.6,  20.1,   6.4,   9.0,  26.9,   5.9,   8.3, 160.7,  28.3,  40.8,   6.1,   1.9,   2.5
2025120607050101,1,12060411,16,      18137,      22330,  22.0,   6.1,   8.6,   6.2,   1.7,   2.2, 161.2,  26.2,  37.8,  18.6,   5.4,   7.6,  21.3,   3.0,   4.2,   6.7,   2.3,   3.2,  18.1,   6.4,   9.1,   6.7,   4.0,   5.6,  11.3,   2.4,   3.3,   9.8,   3.7,   5.1,   7.4,   1.6,   2.1, 152.7,  54.0,  77.8,  19.9,   6.3,   8.9,  26.9,   5.9,   8.3, 161.2,  28.4,  40.8,   6.1,   1.9,   2.5
2025120607050101,1,12060416,16,      18216,      22381,  22.1,   6.1,   8.6,   6.3,   1.7,   2.2, 158.4,  26.3,  37.9,  18.7,   5.4,   7.6,  21.0,   3.0,   4.2,   6.6,   2.3,   3.1,  18.1,   6.3,   8.9,   6.7,   4.0,   5.6,  11.4,   2.4,   3.3,   9.8,   3.7,   5.1,   7.4,   1.6,   2.1, 151.8,  54.2,  77.9,  20.0,   6.3,   8.9,  27.0,   5.9,   8.3, 160.1,  28.4,  40.9,   6.1,   1.9,   2.5
2025120607050101,1,12060421,16,      18401,      22456,  22.4,   6.1,   8.6,   6.3,   1.7,   2.2, 160.0,  26.4,  38.0,  18.8,   5.4,   7.6,  21.1,   3.0,   4.2,   6.6,   2.3,   3.1,  17.2,   6.3,   9.0,   6.8,   4.0,   5.6,  11.5,   2.4,   3.3,   9.9,   3.7,   5.2,   7.3,   1.6,   2.1, 153.3,  54.3,  78.2,  20.2,   6.3,   9.0,  27.3,   5.8,   8.2, 161.7,  27.9,  40.3,   6.1,   1.9,   2.5
2025120607050101,1,12060426,16,      18522,      22626,  22.5,   5.7,   8.0,   6.2,   1.7,   2.2, 157.6,  26.7,  38.3,  18.9,   5.4,   7.6,  21.3,   3.0,   4.2,   6.6,   2.3,   3.2,  17.2,   6.3,   8.9,   6.8,   4.1,   5.6,  11.5,   2.5,   3.3,   9.9,   3.7,   5.2,   7.3,   1.7,   2.1, 152.7,  51.5,  74.0,  19.8,   6.0,   8.4,  27.3,   5.8,   8.2, 162.8,  28.2,  40.5,   6.1,   1.9,   2.6
2025120607050101,1,12060431,16,      18581,      22692,  22.6,   5.7,   8.0,   6.2,   1.7,   2.2, 156.4,  26.7,  38.4,  18.9,   5.4,   7.6,  21.3,   3.1,   4.2,   6.6,   2.3,   3.2,  17.3,   6.3,   8.8,   6.8,   4.1,   5.7,  11.5,   2.5,   3.3,   9.8,   3.7,   5.1,   7.2,   1.7,   2.1, 153.2,  51.1,  73.3,  19.9,   6.0,   8.5,  26.8,   5.8,   8.2, 163.3,  27.9,  40.1,   6.1,   1.9,   2.6
2025120607050101,1,12060436,16,      18740,      22787,  22.6,   5.7,   8.0,   6.2,   1.7,   2.2, 157.8,  26.7,  38.3,  19.0,   5.5,   7.7,  21.5,   3.1,   4.2,   6.5,   2.3,   3.2,  17.3,   6.3,   8.9,   6.9,   4.1,   5.7,  11.6,   2.5,   3.4,   9.8,   3.6,   5.0,   7.3,   1.7,   2.1, 152.9,  51.3,  73.6,  20.1,   5.8,   8.2,  27.0,   5.9,   8.3, 159.4,  27.6,  39.5,   6.1,   1.9,   2.6
2025120607050101,1,12060441,16,      18875,      22976,  22.8,   5.7,   8.0,   6.2,   1.8,   2.3, 154.0,  26.8,  38.4,  18.7,   5.3,   7.4,  21.3,   3.0,   4.1,   6.5,   2.3,   3.1,  17.4,   6.4,   8.9,   6.9,   4.1,   5.7,  11.7,   2.5,   3.4,   9.8,   3.6,   5.0,   7.3,   1.7,   2.1, 149.5,  51.8,  74.2,  20.2,   5.9,   8.2,  26.2,   5.9,   8.2, 157.2,  27.8,  39.8,   6.1,   1.9,   2.6
2025120607050101,1,12060446,16,      19110,      23033,  23.0,   5.7,   8.0,   6.3,   1.7,   2.2, 154.4,  26.8,  38.5,  18.5,   5.3,   7.4,  21.5,   3.0,   4.1,   6.5,   2.3,   3.1,  17.7,   6.4,   8.9,   7.0,   4.1,   5.7,  11.8,   2.5,   3.4,   9.9,   3.6,   5.0,   7.4,   1.7,   2.1, 151.3,  51.9,  74.4,  20.4,   5.9,   8.2,  25.0,   5.8,   8.2, 157.6,  27.5,  39.4,   5.9,   1.9,   2.6
2025120607050101,1,12060451,16,      19200,      23098,  23.0,   5.7,   8.0,   6.3,   1.8,   2.2, 155.1,  26.8,  38.3,  18.5,   5.3,   7.4,  21.5,   3.0,   4.2,   6.4,   2.3,   3.1,  17.7,   6.4,   9.0,   7.0,   4.1,   5.7,  11.8,   2.5,   3.4,   9.9,   3.7,   5.1,   7.4,   1.7,   2.1, 152.0,  51.4,  73.7,  20.5,   5.9,   8.3,  25.1,   5.7,   8.0, 158.3,  27.6,  39.6,   5.9,   1.9,   2.6
2025120607050101,1,12060456,16,      19296,      23330,  23.1,   5.7,   8.1,   6.3,   1.7,   2.2, 154.3,  26.7,  38.5,  18.4,   5.3,   7.5,  21.6,   3.0,   4.2,   6.4,   2.3,   3.1,  17.8,   6.4,   9.1,   7.0,   4.1,   5.7,  11.9,   2.5,   3.4,   9.9,   3.7,   5.1,   7.4,   1.7,   2.1, 152.8,  51.1,  73.5,  20.5,   5.9,   8.3,  25.1,   5.6,   7.9, 159.1,  27.7,  39.9,   5.9,   2.0,   2.6
2025120607050101,1,12060501,16,      19406,      23508,  23.2,   5.8,   8.1,   6.1,   1.7,   2.2, 155.2,  26.9,  38.8,  18.4,   5.3,   7.6,  21.7,   3.1,   4.2,   6.4,   2.3,   3.1,  17.9,   6.4,   9.1,   7.0,   4.1,   5.7,  11.9,   2.5,   3.4,  10.0,   3.7,   5.1,   7.4,   1.7,   2.1, 153.7,  50.7,  73.2,  20.5,   5.8,   8.2,  25.2,   5.6,   7.9, 160.0,  27.9,  40.2,   5.9,   1.9,   2.6
2025120607050101,1,12060506,16,      19516,      23768,  23.3,   5.8,   8.2,   6.1,   1.7,   2.1, 156.1,  27.0,  39.2,  18.5,   5.4,   7.6,  21.8,   3.1,   4.3,   6.4,   2.3,   3.1,  18.0,   6.5,   9.2,   7.0,   4.0,   5.6,  11.9,   2.5,   3.5,  10.0,   3.7,   5.2,   7.3,   1.7,   2.1, 153.0,  50.5,  73.2,  20.6,   5.8,   8.3,  25.2,   5.6,   7.9, 160.9,  28.1,  40.7,   5.9,   1.9,   2.6
2025120607050101,1,12060511,16,      19649,      23875,  23.5,   5.8,   8.2,   5.9,   1.7,   2.1, 155.6,  26.9,  38.9,  18.6,   5.4,   7.7,  21.9,   3.1,   4.2,   6.5,   2.3,   3.1,  18.1,   6.5,   9.2,   7.0,   4.0,   5.6,  12.0,   2.5,   3.5,  10.1,   3.7,   5.2,   7.3,   1.7,   2.1, 154.1,  50.8,  73.5,  20.7,   5.9,   8.3,  25.3,   5.6,   7.9, 162.0,  28.2,  40.9,   5.9,   1.9,   2.6
2025120607050101,1,12060516,16,      19818,      24041,  23.7,   5.8,   8.3,   6.0,   1.7,   2.1, 156.9,  26.7,  38.7,  18.7,   5.4,   7.7,  22.1,   3.1,   4.3,   6.5,   2.3,   3.1,  18.2,   6.5,   9.3,   7.1,   4.0,   5.6,  12.1,   2.5,   3.5,  10.2,   3.7,   5.2,   7.4,   1.7,   2.1, 150.9,  47.2,  68.5,  18.3,   5.9,   8.4,  25.4,   5.6,   8.0, 163.4,  28.3,  41.1,   5.9,   1.9,   2.6
2025120607050101,1,12060521,16,      20181,      24260,  23.4,   5.8,   8.3,   6.0,   1.6,   2.1, 150.8,  26.7,  38.8,  18.6,   5.5,   7.8,  21.9,   3.1,   4.3,   6.5,   2.2,   3.0,  18.2,   6.6,   9.4,   7.1,   4.0,   5.6,  12.3,   2.5,   3.5,  10.2,   3.8,   5.3,   7.3,   1.7,   2.2, 153.7,  47.0,  68.4,  18.3,   5.9,   8.4,  25.7,   5.6,   8.0, 166.4,  28.5,  41.5,   5.9,   1.9,   2.6
2025120607050101,1,12060526,16,      20451,      24333,  23.7,   5.9,   8.3,   5.7,   1.6,   2.1, 152.9,  23.9,  34.8,  18.6,   5.5,   7.8,  22.1,   3.1,   4.3,   6.5,   2.2,   3.0,  18.4,   6.6,   9.4,   7.2,   4.0,   5.7,  12.3,   2.5,   3.5,  10.2,   3.8,   5.3,   7.4,   1.7,   2.2, 155.8,  47.2,  68.5,  18.1,   5.9,   8.3,  26.0,   5.6,   8.0, 168.6,  28.6,  41.6,   6.0,   1.9,   2.6
2025120607050101,1,12060531,16,      20589,      24378,  23.9,   5.9,   8.3,   5.7,   1.6,   2.1, 153.9,  24.0,  34.9,  18.8,   5.5,   7.8,  22.3,   3.1,   4.3,   6.5,   2.2,   3.0,  18.5,   6.6,   9.4,   7.2,   4.0,   5.7,  12.4,   2.6,   3.5,  10.3,   3.8,   5.3,   7.3,   1.7,   2.2, 156.8,  47.3,  68.7,  18.2,   5.9,   8.4,  26.1,   5.7,   8.0, 169.8,  28.7,  41.7,   6.0,   1.9,   2.6
2025120607050101,1,12060536,16,      20704,      24501,  24.0,   5.9,   8.4,   5.7,   1.6,   2.1, 154.7,  24.1,  35.1,  18.7,   5.5,   7.8,  22.4,   3.1,   4.3,   6.5,   2.2,   3.0,  18.6,   6.6,   9.5,   7.2,   4.0,   5.7,  12.4,   2.6,   3.5,  10.3,   3.8,   5.3,   7.3,   1.7,   2.2, 157.7,  44.6,  64.9,  18.1,   5.9,   8.4,  25.8,   5.7,   8.1, 169.0,  28.6,  41.6,   6.0,   1.9,   2.6
2025120607050101,1,12060541,16,      21109,      24699,  24.4,   5.9,   8.4,   5.2,   1.6,   2.1, 156.3,  24.1,  35.2,  18.8,   5.0,   7.1,  22.8,   3.1,   4.4,   6.6,   2.2,   3.0,  18.9,   6.7,   9.5,   7.4,   4.0,   5.6,  12.5,   2.6,   3.5,  10.5,   3.8,   5.3,   7.4,   1.7,   2.2, 159.3,  45.0,  65.4,  18.4,   5.9,   8.4,  26.1,   5.7,   8.1, 170.5,  28.8,  41.9,   6.1,   1.9,   2.6
2025120607050101,1,12060546,16,      21187,      25027,  24.4,   6.0,   8.5,   5.2,   1.6,   2.1, 156.9,  24.3,  35.4,  18.7,   5.0,   7.1,  22.9,   3.2,   4.4,   6.6,   2.2,   3.1,  18.8,   6.7,   9.6,   7.4,   4.0,   5.7,  12.3,   2.6,   3.6,  10.5,   3.8,   5.4,   7.4,   1.7,   2.2, 159.9,  45.1,  65.6,  18.4,   6.0,   8.5,  26.1,   5.8,   8.2, 171.2,  25.0,  36.3,   6.1,   1.9,   2.5
2025120607050101,1,12060551,16,      21350,      25276,  24.5,   6.0,   8.6,   5.2,   1.6,   2.1, 158.1,  24.5,  35.6,  18.7,   5.1,   7.2,  22.8,   3.2,   4.4,   6.6,   2.3,   3.1,  18.6,   6.6,   9.5,   7.4,   4.1,   5.7,  12.2,   2.6,   3.6,  10.2,   3.7,   5.2,   7.5,   1.7,   2.2, 161.1,  45.7,  66.2,  18.4,   6.0,   8.6,  26.1,   5.8,   8.2, 172.5,  25.3,  36.7,   6.1,   1.9,   2.5
2025120607050101,1,12060556,16,      21629,      25383,  24.8,   6.1,   8.6,   5.3,   1.6,   2.1, 160.2,  24.4,  35.3,  18.8,   5.1,   7.2,  22.9,   3.2,   4.4,   6.5,   2.3,   3.1,  18.8,   6.6,   9.4,   7.5,   4.1,   5.7,  12.4,   2.6,   3.6,  10.1,   3.7,   5.2,   7.4,   1.7,   2.2, 163.2,  46.0,  66.5,  18.7,   6.1,   8.6,  26.4,   5.8,   8.2, 174.7,  25.4,  36.8,   6.1,   1.8,   2.5
